event_id,user_id,event_date,country,subscription_plan,device_type,traffic_source,event_type,session_duration_mins,monthly_revenue,customer_support_tickets
E50830,U11016,2023-10-28,Canada,Free,Desktop,Referral,Login,2,$79.81,2
E50831,U10783,2023-07-01,UK,Pro,Desktop,Referral,Login,43,$483.51,2
E50832,U10176,2023-06-01,Canada,Pro,Desktop,Ads,Login,51,$24.13,1
E50833,U11185,2023-05-06,Canada,Basic,Tablet,Organic,Login,86,$412.17,1
E50834,U10087,2023-12-20,Canada,Enterprise,Desktop,Ads,Feature_Use,22,$178.25,2
E50835,U10716,2024-04-24,Australia,Basic,Mobile,Ads,Upgrade,118,$136.47,4
E50836,U10957,2023-10-19,Canada,Free,Desktop,Organic,Login,170,$206.59,3
E50837,U10317,2024-07-30,Australia,Free,Mobile,Email,Login,61,$59.46,3
E50838,U10510,2023-04-28,Australia,Basic,Desktop,Referral,Login,86,$274.73,2
E50839,U10431,2024-03-28,Germany,Free,Tablet,Ads,Feature_Use,7,$163.37,2
E50840,U10805,2023-02-04,UK,Basic,Mobile,Email,Upgrade,75,$99.22,1
E50841,U10100,2024-03-04,Canada,Pro,Tablet,Referral,Login,88,$231.52,1
E50842,U10194,2024-02-29,Canada,Free,Mobile,Ads,Login,112,$2.69,2
E50843,U10039,2023-08-19,UK,Free,Tablet,Organic,Downgrade,88,$365.52,1
E50844,U10479,2024-02-15,Germany,Free,Mobile,Organic,Login,25,$51.02,0
E50845,U10509,2023-12-08,Germany,Basic,Mobile,Email,Downgrade,86,$305.74,2
E50846,U10942,2023-06-28,Australia,Free,Tablet,Organic,Login,138,$396.08,2
E50847,U10207,2023-03-07,Australia,Free,Mobile,Ads,Login,160,$325.84,0
E50848,U10428,2024-06-03,Germany,Basic,Mobile,Organic,Upgrade,31,$388.69,2
E50849,U11121,2023-08-31,India,Pro,Tablet,Organic,Feature_Use,150,$27.92,3
E50850,U10226,2023-08-25,Germany,Free,Mobile,Email,Upgrade,84,$421.19,2
E50851,U10078,2024-03-28,Canada,Free,Tablet,Ads,Churn,28,$156.37,1
E50852,U10752,2023-09-07,UK,Free,Desktop,Organic,Downgrade,159,$355.44,1
E50853,U10749,2023-05-08,UK,Pro,Tablet,Email,Feature_Use,92,$52.81,2
E50854,U10290,2023-03-11,Germany,Pro,Mobile,Referral,Feature_Use,165,$161.04,2
E50855,U10133,2023-03-08,USA,Free,Tablet,Ads,Feature_Use,96,$202.94,4
E50856,U10055,2023-03-16,Australia,Free,Mobile,Organic,Upgrade,155,$479.72,2
E50857,U10313,2023-03-27,India,Free,Tablet,Organic,Feature_Use,140,$171.72,1
E50858,U10734,2023-12-31,India,Basic,Tablet,Referral,Login,131,$32.09,1
E50859,U10878,2023-01-08,Germany,Basic,Tablet,Referral,Feature_Use,153,$418.18,0
E50860,U10463,2024-03-23,Germany,Enterprise,Desktop,Ads,Churn,96,$272.17,1
E50861,U11137,2024-03-21,India,Basic,Mobile,Ads,Feature_Use,58,$10.92,2
E50862,U10985,2024-01-23,Germany,Pro,Tablet,Organic,Login,148,$64.66,3
E50863,U10595,2024-02-27,Germany,Free,Mobile,Organic,Churn,139,$50.29,2
E50864,U11037,2023-03-12,Canada,Free,Tablet,Email,Login,177,$98.14,3
E50865,U10775,2024-07-10,Germany,Basic,Tablet,Organic,Feature_Use,159,$1.95,2
E50866,U11041,2023-06-21,Australia,Free,Mobile,Referral,Login,39,$391.12,2
E50867,U10878,2023-02-12,India,Basic,Desktop,Referral,Login,29,$180.6,0
E50868,U11130,2024-05-22,Canada,Basic,Desktop,Email,Login,102,$78.02,3
E50869,U10503,2024-07-31,India,Free,Desktop,Referral,Login,15,$369.34,1
E50870,U11174,2023-09-20,India,Pro,Desktop,Ads,Feature_Use,37,$213.6,5
E50871,U10828,2023-05-01,Australia,Basic,Tablet,Referral,Login,112,$14.12,3
E50872,U10834,2024-08-09,Australia,Pro,Tablet,Email,Login,33,$355.2,0
E50873,U10579,2023-04-12,India,Basic,Mobile,Email,Downgrade,83,$254.11,0
E50874,U10776,2023-02-12,Germany,Basic,Desktop,Referral,Login,1,$356.56,3
E50875,U10753,2023-05-20,UK,Basic,Tablet,Referral,Login,59,$479.44,0
E50876,U10643,2024-02-04,Canada,Basic,Mobile,Referral,Feature_Use,130,$444.14,0
E50877,U10362,2023-01-07,India,Enterprise,Tablet,Organic,Feature_Use,20,$280.71,1
E50878,U10066,2024-04-15,Canada,Basic,Mobile,Ads,Upgrade,96,$11.26,3
E50879,U10183,2023-01-18,Canada,Free,Desktop,Referral,Login,92,$437.86,1
E50880,U10331,2024-08-12,Germany,Free,Desktop,Email,Feature_Use,31,$431.39,1
E50881,U11043,2023-12-10,Australia,Pro,Tablet,Organic,Login,132,$256.32,3
E50882,U10779,2024-06-18,Germany,Free,Mobile,Email,Feature_Use,135,$233.69,2
E50883,U10180,2024-05-25,India,Basic,Desktop,Email,Feature_Use,112,$381.1,0
E50884,U10022,2023-08-20,Australia,Free,Mobile,Ads,Login,175,$331.67,1
E50885,U10102,2024-02-25,USA,Pro,Tablet,Referral,Login,122,$497.42,2
E50886,U10501,2024-01-19,Australia,Enterprise,Desktop,Ads,Feature_Use,155,$495.7,1
E50887,U10377,2023-11-06,UK,Free,Desktop,Referral,Login,104,$295.77,1
E50888,U10159,2023-03-02,Germany,Pro,Mobile,Organic,Downgrade,94,$97.38,1
E50889,U11098,2024-03-20,Germany,Free,Tablet,Referral,Login,109,$464.67,1
E50890,U10357,2024-02-24,UK,Basic,Desktop,Referral,Downgrade,24,$91.35,2
E50891,U11109,2023-11-13,UK,Basic,Desktop,Organic,Feature_Use,37,$493.4,1
E50892,U10499,2023-05-01,USA,Free,Tablet,Referral,Feature_Use,134,$289.31,2
E50893,U10412,2023-03-11,UK,Basic,Desktop,Organic,Login,131,$330.52,1
E50894,U10782,2024-06-17,USA,Basic,Mobile,Email,Upgrade,32,$274.35,0
E50895,U11169,2023-05-08,USA,Basic,Tablet,Organic,Login,127,$337.11,1
E50896,U11179,2023-03-27,Germany,Pro,Mobile,Organic,Churn,71,$114.65,3
E50897,U10985,2023-02-02,India,Pro,Mobile,Email,Login,89,$7.21,2
E50898,U11029,2024-08-20,Germany,Basic,Mobile,Email,Feature_Use,55,$103.18,1
E50899,U10945,2023-09-11,UK,Basic,Desktop,Ads,Feature_Use,43,$461.44,0
E50900,U11133,2023-01-24,Australia,Basic,Mobile,Ads,Feature_Use,155,$347.08,1
E50901,U11168,2024-08-19,India,Pro,Tablet,Email,Login,102,$40.71,1
E50902,U10865,2024-03-17,USA,Pro,Desktop,Email,Feature_Use,120,$315.3,1
E50903,U10115,2024-07-15,Australia,Free,Desktop,Referral,Churn,75,$39.06,2
E50904,U10196,2023-02-17,Australia,Basic,Tablet,Ads,Login,35,$190.13,1
E50905,U10638,2023-12-22,India,Basic,Tablet,Organic,Login,150,$9.69,2
E50906,U10002,2024-07-02,Canada,Enterprise,Desktop,Ads,Login,179,$192.65,1
E50907,U10765,2024-03-09,Canada,Free,Tablet,Referral,Login,19,$340.35,1
E50908,U10711,2024-01-13,UK,Free,Mobile,Ads,Login,79,$312.45,2
E50909,U10580,2024-08-10,UK,Pro,Tablet,Organic,Feature_Use,153,$267.75,0
E50910,U10788,2024-03-16,USA,Basic,Desktop,Email,Upgrade,99,$193.57,2
E50911,U10080,2023-09-07,UK,Free,Mobile,Referral,Downgrade,97,$69.02,2
E50912,U10569,2023-06-02,Germany,Free,Tablet,Organic,Churn,104,$133.91,3
E50913,U10608,2024-03-06,Canada,Free,Mobile,Referral,Downgrade,59,$101.33,0
E50914,U10123,2024-07-06,India,Basic,Tablet,Ads,Login,1,$494.04,3
E50915,U10858,2023-08-13,Canada,Free,Tablet,Ads,Login,95,$454.5,2
E50916,U10562,2023-01-15,USA,Enterprise,Tablet,Ads,Downgrade,60,$76.58,1
E50917,U10927,2024-07-13,Canada,Basic,Tablet,Email,Upgrade,126,$158.41,1
E50918,U10967,2024-04-25,UK,Basic,Tablet,Organic,Login,149,$250.41,3
E50919,U10953,2024-01-20,UK,Basic,Tablet,Organic,Feature_Use,103,$113.05,0
E50920,U11150,2023-01-28,USA,Free,Mobile,Ads,Upgrade,153,$176.34,1
E50921,U10234,2023-03-23,UK,Pro,Desktop,Ads,Feature_Use,122,$39.8,0
E50922,U10306,2024-03-26,UK,Basic,Tablet,Ads,Login,106,$94.13,0
E50923,U10014,2023-07-22,Canada,Basic,Mobile,Referral,Upgrade,128,$329.32,0
E50924,U10529,2024-05-11,USA,Basic,Mobile,Organic,Login,14,$49.24,3
E50925,U10660,2023-02-03,UK,Basic,Desktop,Email,Login,39,$215.55,3
E50926,U10990,2024-08-12,USA,Free,Desktop,Organic,Login,37,$15.11,1
E50927,U11135,2023-06-12,UK,Free,Mobile,Referral,Feature_Use,51,$478.74,3
E50928,U11011,2023-02-10,Germany,Basic,Desktop,Email,Upgrade,67,$436.89,1
E50929,U10334,2023-01-29,India,Basic,Desktop,Referral,Login,10,$122.78,4
E50930,U11038,2023-11-17,Canada,Basic,Tablet,Ads,Login,60,$215.04,0
E50931,U10428,2023-12-06,India,Basic,Mobile,Email,Churn,108,$222.02,0
E50932,U10665,2023-10-15,UK,Free,Tablet,Email,Upgrade,18,$15.67,1
E50933,U10570,2023-03-20,UK,Free,Mobile,Email,Upgrade,82,$94.93,2
E50934,U10215,2024-03-21,Canada,Free,Tablet,Organic,Downgrade,83,$395.07,1
E50935,U10815,2023-12-08,India,Free,Mobile,Email,Upgrade,143,$164.25,1
E50936,U10121,2023-06-14,UK,Pro,Tablet,Email,Login,45,$255.3,1
E50937,U10341,2023-05-07,India,Pro,Tablet,Organic,Login,46,$338.69,1
E50938,U10343,2023-07-21,USA,Pro,Tablet,Referral,Feature_Use,59,$14.38,3
E50939,U10394,2023-10-06,India,Enterprise,Tablet,Referral,Login,76,$29.24,2
E50940,U10491,2023-11-07,Australia,Basic,Desktop,Email,Churn,116,$425.02,0
E50941,U10229,2023-10-22,USA,Free,Mobile,Organic,Feature_Use,149,$142.71,1
E50942,U10007,2024-08-07,UK,Free,Tablet,Referral,Login,99,$331.24,0
E50943,U10714,2024-04-13,Canada,Basic,Mobile,Organic,Upgrade,124,$267.64,1
E50944,U10526,2023-01-24,UK,Free,Mobile,Referral,Feature_Use,125,$488.7,2
E50945,U10321,2024-02-22,USA,Free,Mobile,Organic,Login,13,$67.17,2
E50946,U10239,2024-08-06,Australia,Pro,Desktop,Email,Login,27,$138.25,1
E50947,U10185,2024-02-17,Canada,Free,Desktop,Referral,Login,177,$375.4,1
E50948,U10435,2023-08-27,UK,Basic,Tablet,Ads,Login,135,$267.56,1
E50949,U10924,2024-04-09,Canada,Basic,Mobile,Ads,Downgrade,126,$199.54,2
E50950,U10589,2023-12-30,Germany,Pro,Tablet,Organic,Churn,142,$287.92,2
E50951,U10195,2024-07-19,Germany,Free,Desktop,Organic,Login,41,$350.29,2
E50952,U11191,2023-06-05,Germany,Free,Tablet,Referral,Login,133,$483.31,1
E50953,U11174,2024-08-12,Australia,Free,Tablet,Ads,Login,105,$82.28,3
E50954,U10669,2023-01-15,Canada,Free,Mobile,Email,Feature_Use,6,$486.84,0
E50955,U10006,2023-06-18,UK,Free,Mobile,Email,Login,44,$6.24,2
E50956,U10588,2023-07-01,USA,Pro,Mobile,Email,Login,40,$120.46,0
E50957,U10608,2024-05-21,India,Enterprise,Tablet,Ads,Feature_Use,116,$378.78,1
E50958,U10865,2023-11-11,Australia,Enterprise,Tablet,Organic,Login,1,$374.48,2
E50959,U10051,2023-06-05,India,Basic,Desktop,Email,Login,160,$297.75,0
E50960,U10070,2023-09-14,UK,Free,Tablet,Referral,Upgrade,125,$189.77,0
E50961,U11115,2023-05-22,UK,Free,Mobile,Organic,Feature_Use,161,$9.6,3
E50962,U10778,2023-07-07,Germany,Pro,Mobile,Referral,Downgrade,144,$121.19,3
E50963,U10569,2024-07-12,Germany,Free,Tablet,Email,Login,175,$395.14,2
E50964,U11190,2024-03-11,UK,Basic,Mobile,Email,Login,110,$74.29,3
E50965,U10121,2023-11-01,Germany,Enterprise,Mobile,Organic,Feature_Use,101,$91.74,1
E50966,U10177,2023-10-25,UK,Pro,Desktop,Email,Login,164,$277.76,2
E50967,U10767,2024-07-17,UK,Basic,Tablet,Email,Login,120,$369.21,1
E50968,U11033,2023-05-07,Canada,Free,Tablet,Ads,Login,131,$253.27,0
E50969,U10654,2023-09-18,UK,Pro,Tablet,Email,Login,120,$185.14,3
E50970,U10384,2024-06-08,UK,Basic,Mobile,Ads,Login,132,$57.81,2
E50971,U10244,2023-04-03,India,Basic,Tablet,Organic,Login,157,$66.17,3
E50972,U10950,2024-02-19,Germany,Free,Mobile,Ads,Feature_Use,162,$212.6,1
E50973,U11144,2023-10-28,Canada,Free,Desktop,Organic,Login,142,$91.8,1
E50974,U10691,2023-09-09,USA,Basic,Desktop,Organic,Feature_Use,117,$418.81,0
E50975,U11080,2023-06-05,UK,Free,Desktop,Email,Feature_Use,10,$302.05,0
E50976,U10751,2024-03-28,Canada,Pro,Tablet,Referral,Feature_Use,128,$183.17,2
E50977,U10378,2024-07-09,Australia,Free,Desktop,Ads,Churn,113,$244.13,0
E50978,U10515,2024-04-06,USA,Pro,Desktop,Organic,Churn,63,$148.86,1
E50979,U10591,2024-03-30,Australia,Basic,Tablet,Organic,Churn,79,$138.03,2
E50980,U10000,2024-02-21,Australia,Free,Desktop,Email,Feature_Use,172,$347.09,0
E50981,U10528,2023-10-20,USA,Pro,Desktop,Ads,Login,41,$39.49,3
E50982,U11122,2024-08-15,USA,Basic,Desktop,Organic,Login,10,$97.78,1
E50983,U10690,2023-11-22,Germany,Pro,Tablet,Referral,Upgrade,3,$275.6,6
E50984,U10467,2023-10-06,Canada,Basic,Desktop,Ads,Login,57,$449.74,1
E50985,U10519,2024-03-04,India,Free,Tablet,Email,Upgrade,87,$19.28,3
E50986,U10138,2023-05-25,Germany,Enterprise,Tablet,Organic,Feature_Use,170,$31.94,0
E50987,U10263,2023-09-15,Canada,Pro,Mobile,Email,Login,58,$293.03,1
E50988,U10907,2023-02-16,UK,Free,Mobile,Email,Login,140,$106.55,3
E50989,U11023,2023-04-28,India,Basic,Desktop,Organic,Login,150,$197.8,1
E50990,U10771,2024-08-05,Australia,Pro,Tablet,Referral,Feature_Use,4,$346.76,2
E50991,U10494,2023-07-17,USA,Free,Mobile,Email,Login,23,$18.4,0
E50992,U10005,2023-06-26,Canada,Basic,Mobile,Email,Login,66,$365.01,3
E50993,U10722,2023-05-09,USA,Basic,Mobile,Referral,Downgrade,60,$198.55,2
E50994,U10612,2024-08-08,Germany,Free,Tablet,Email,Login,138,$119.81,1
E50995,U10922,2024-03-16,Germany,Free,Mobile,Email,Login,174,$442.2,1
E50996,U10084,2024-04-21,USA,Free,Mobile,Referral,Login,81,$417.54,1
E50997,U11114,2023-05-15,UK,Basic,Mobile,Organic,Login,128,$175.67,2
E50998,U10911,2023-03-21,Canada,Free,Desktop,Organic,Login,152,$140.6,0
E50999,U10700,2024-06-01,Canada,Enterprise,Tablet,Ads,Upgrade,70,$407.29,3
E51000,U10454,2024-07-17,Germany,Pro,Mobile,Email,Login,148,$359.38,3
E51001,U10873,2024-02-08,Germany,Basic,Desktop,Ads,Login,48,$48.81,0
E51002,U11131,2024-02-15,Canada,Basic,Mobile,Email,Login,42,$37.98,0
E51003,U10822,2024-03-14,Australia,Free,Desktop,Ads,Login,23,$478.21,0
E51004,U10337,2023-10-09,UK,Enterprise,Tablet,Ads,Login,177,$417.36,2
E51005,U10987,2023-09-16,Canada,Free,Mobile,Referral,Upgrade,103,$39.58,1
E51006,U10274,2023-08-07,USA,Basic,Desktop,Email,Login,43,$5.95,0
E51007,U10954,2023-02-11,UK,Basic,Mobile,Email,Login,9,$387.28,4
E51008,U10689,2023-06-19,India,Basic,Mobile,Ads,Feature_Use,172,$169.85,3
E51009,U10841,2023-06-14,India,Free,Mobile,Email,Feature_Use,43,$398.03,3
E51010,U10696,2023-01-10,Australia,Free,Tablet,Referral,Upgrade,135,$294.52,0
E51011,U10850,2024-01-06,Australia,Free,Mobile,Organic,Upgrade,166,$327.96,3
E51012,U10032,2024-04-13,Canada,Basic,Tablet,Referral,Login,157,$158.99,2
E51013,U10788,2023-04-14,UK,Free,Mobile,Email,Login,119,$135.33,1
E51014,U10814,2023-03-28,Canada,Pro,Mobile,Referral,Login,158,$413.33,0
E51015,U10760,2024-01-18,Canada,Pro,Mobile,Referral,Login,83,$479.88,1
E51016,U11132,2024-02-03,Australia,Free,Tablet,Ads,Feature_Use,72,$198.06,1
E51017,U10928,2024-03-03,UK,Free,Desktop,Referral,Login,33,$147.93,0
E51018,U10887,2024-07-25,India,Free,Desktop,Organic,Feature_Use,165,$208.28,3
E51019,U11144,2024-03-02,India,Free,Tablet,Email,Feature_Use,25,$370.26,1
E51020,U10056,2023-04-05,Canada,Pro,Mobile,Ads,Feature_Use,60,$10.47,2
E51021,U10249,2023-04-05,USA,Pro,Mobile,Ads,Feature_Use,62,$95.45,2
E51022,U10052,2023-05-19,India,Free,Mobile,Ads,Login,66,$137.06,1
E51023,U10427,2023-03-24,Germany,Pro,Tablet,Organic,Feature_Use,72,$342.99,2
E51024,U11060,2023-08-10,Australia,Free,Mobile,Referral,Upgrade,127,$377.63,1
E51025,U10308,2024-05-03,Canada,Basic,Tablet,Email,Feature_Use,41,$214.98,1
E51026,U10733,2023-04-08,India,Free,Desktop,Organic,Churn,77,$378.26,2
E51027,U10638,2024-01-31,Canada,Enterprise,Tablet,Email,Login,37,$312.24,1
E51028,U10681,2024-06-10,Germany,Free,Mobile,Email,Login,79,$122.5,1
E51029,U10824,2024-06-11,Germany,Basic,Tablet,Organic,Feature_Use,98,$492.36,2
E51030,U10114,2023-01-31,UK,Enterprise,Desktop,Ads,Login,26,$302.61,1
E51031,U10962,2023-04-01,Canada,Basic,Tablet,Email,Upgrade,17,$461.65,1
E51032,U10873,2023-08-24,Canada,Free,Desktop,Email,Downgrade,87,$391.95,1
E51033,U10510,2023-01-10,UK,Free,Tablet,Email,Feature_Use,137,$55.29,1
E51034,U10491,2023-04-15,Germany,Free,Mobile,Organic,Feature_Use,123,$136.47,3
E51035,U11040,2024-07-14,India,Pro,Mobile,Ads,Login,28,$319.45,2
E51036,U11173,2023-07-29,India,Free,Desktop,Organic,Login,156,$26.35,1
E51037,U10120,2023-01-07,India,Free,Mobile,Ads,Churn,108,$71.5,0
E51038,U10845,2024-05-20,Canada,Enterprise,Desktop,Referral,Churn,49,$16.05,2
E51039,U11085,2023-10-29,India,Basic,Tablet,Referral,Login,140,$109.61,3
E51040,U10447,2023-07-16,USA,Basic,Desktop,Organic,Feature_Use,4,$442.79,2
E51041,U10503,2023-01-18,India,Basic,Tablet,Referral,Login,140,$355.8,2
E51042,U10210,2024-08-10,Australia,Free,Desktop,Referral,Churn,54,$128.52,1
E51043,U10164,2024-06-14,Australia,Basic,Mobile,Referral,Login,89,$429.01,0
E51044,U10438,2023-10-16,Australia,Pro,Tablet,Email,Login,35,$471.89,1
E51045,U11031,2023-02-03,Australia,Free,Mobile,Ads,Feature_Use,63,$90.97,1
E51046,U11011,2023-02-14,USA,Basic,Desktop,Organic,Login,151,$255.82,2
E51047,U10377,2023-05-14,Australia,Basic,Desktop,Organic,Feature_Use,89,$311.72,2
E51048,U10943,2023-11-01,India,Free,Tablet,Email,Login,94,$2.69,0
E51049,U10122,2023-07-30,Canada,Free,Tablet,Organic,Churn,121,$209.88,2
E51050,U10613,2024-04-04,Canada,Basic,Desktop,Referral,Feature_Use,98,$425.15,0
E51051,U10404,2023-06-24,Canada,Pro,Desktop,Referral,Login,32,$166.08,2
E51052,U10617,2023-10-12,Canada,Pro,Desktop,Ads,Upgrade,126,$5.0,1
E51053,U10227,2024-06-24,Australia,Free,Desktop,Referral,Login,22,$456.09,2
E51054,U10447,2023-06-11,Canada,Basic,Tablet,Email,Login,178,$416.72,3
E51055,U10840,2023-11-04,Germany,Enterprise,Desktop,Organic,Login,143,$7.51,0
E51056,U10506,2023-03-27,Canada,Free,Desktop,Ads,Login,61,$74.31,1
E51057,U10674,2023-02-27,Canada,Pro,Tablet,Ads,Login,34,$152.3,1
E51058,U10799,2023-09-29,Australia,Basic,Mobile,Ads,Login,72,$159.56,0
E51059,U10268,2024-04-02,Germany,Free,Mobile,Organic,Login,152,$325.63,3
E51060,U10880,2024-04-08,Australia,Basic,Desktop,Organic,Feature_Use,143,$150.27,7
E51061,U10975,2023-07-09,Germany,Pro,Desktop,Email,Login,116,$169.69,4
E51062,U10149,2024-04-09,Australia,Basic,Desktop,Referral,Login,116,$301.96,1
E51063,U10180,2023-06-13,Germany,Pro,Tablet,Email,Login,16,$313.38,1
E51064,U10640,2023-06-22,UK,Basic,Tablet,Referral,Upgrade,74,$285.13,4
E51065,U10965,2023-12-16,Australia,Basic,Tablet,Organic,Login,37,$390.75,2
E51066,U11125,2023-02-03,USA,Free,Desktop,Email,Login,33,$438.4,1
E51067,U10223,2023-07-13,USA,Free,Mobile,Referral,Feature_Use,26,$162.38,1
E51068,U10859,2023-07-18,Germany,Basic,Desktop,Referral,Downgrade,85,$114.31,3
E51069,U10124,2023-08-08,Australia,Pro,Mobile,Referral,Login,97,$307.88,3
E51070,U10931,2024-02-22,Australia,Free,Tablet,Organic,Churn,56,$47.21,2
E51071,U10070,2023-11-13,USA,Pro,Mobile,Referral,Upgrade,1,$202.27,0
E51072,U11022,2024-03-29,USA,Basic,Desktop,Organic,Login,49,$17.25,5
E51073,U10751,2023-04-15,India,Free,Desktop,Referral,Churn,117,$139.5,1
E51074,U10522,2024-02-17,Germany,Pro,Tablet,Organic,Login,28,$60.97,1
E51075,U11191,2024-08-12,Germany,Free,Tablet,Email,Churn,2,$298.49,1
E51076,U10860,2023-12-24,UK,Basic,Mobile,Organic,Login,21,$350.52,1
E51077,U10079,2024-03-16,Germany,Free,Mobile,Ads,Login,124,$496.54,2
E51078,U10539,2023-05-22,Germany,Pro,Mobile,Ads,Login,38,$307.22,1
E51079,U10532,2023-11-01,USA,Basic,Desktop,Email,Login,89,$48.98,0
E51080,U10113,2023-06-25,UK,Basic,Tablet,Email,Login,4,$270.31,3
E51081,U10554,2024-01-01,India,Basic,Desktop,Organic,Login,55,$354.07,0
E51082,U11095,2023-11-21,Canada,Enterprise,Desktop,Ads,Downgrade,118,$256.25,1
E51083,U10154,2023-06-26,Germany,Enterprise,Mobile,Referral,Churn,171,$118.42,1
E51084,U10209,2023-03-01,Canada,Basic,Desktop,Referral,Upgrade,123,$38.17,2
E51085,U11176,2023-12-01,UK,Pro,Mobile,Referral,Downgrade,22,$82.41,3
E51086,U10082,2023-11-21,Canada,Free,Tablet,Referral,Downgrade,1,$301.07,0
E51087,U11058,2023-04-06,India,Basic,Desktop,Organic,Feature_Use,166,$99.1,2
E51088,U10345,2023-05-13,USA,Pro,Tablet,Referral,Login,63,$354.07,0
E51089,U10197,2024-04-13,India,Enterprise,Mobile,Referral,Login,62,$314.17,1
E51090,U10796,2024-01-01,UK,Enterprise,Mobile,Referral,Login,124,$108.58,2
E51091,U10838,2023-08-14,USA,Free,Desktop,Ads,Login,48,$284.96,0
E51092,U10950,2023-05-23,Canada,Basic,Tablet,Ads,Login,112,$124.53,2
E51093,U11063,2023-04-07,UK,Pro,Tablet,Organic,Login,112,$129.06,1
E51094,U10440,2024-07-15,India,Free,Mobile,Ads,Feature_Use,151,$33.25,4
E51095,U10062,2023-02-26,Australia,Free,Tablet,Email,Feature_Use,31,$33.66,2
E51096,U10220,2024-08-13,Australia,Basic,Tablet,Organic,Login,106,$491.05,1
E51097,U10798,2023-07-17,Canada,Free,Desktop,Organic,Feature_Use,50,$356.48,2
E51098,U10905,2024-07-28,USA,Pro,Desktop,Referral,Login,76,$154.77,3
E51099,U10195,2024-08-12,Germany,Free,Desktop,Referral,Login,112,$39.05,3
E51100,U10130,2023-06-28,Germany,Basic,Desktop,Ads,Login,118,$62.25,3
E51101,U10192,2023-10-20,UK,Free,Mobile,Organic,Feature_Use,106,$120.76,1
E51102,U10894,2023-12-30,UK,Free,Desktop,Referral,Downgrade,119,$435.11,3
E51103,U10880,2023-10-27,UK,Free,Tablet,Referral,Login,60,$154.62,2
E51104,U11055,2024-01-27,Canada,Basic,Tablet,Ads,Downgrade,112,$52.74,2
E51105,U10498,2024-01-28,UK,Free,Desktop,Ads,Login,172,$416.96,3
E51106,U10931,2023-02-14,Germany,Enterprise,Mobile,Email,Feature_Use,6,$69.39,1
E51107,U11032,2024-03-30,India,Free,Desktop,Referral,Feature_Use,53,$121.48,1
E51108,U10225,2023-10-03,Canada,Pro,Desktop,Ads,Upgrade,71,$421.73,2
E51109,U10231,2023-09-28,Germany,Basic,Mobile,Email,Downgrade,118,$134.97,4
E51110,U10442,2023-09-24,Germany,Free,Tablet,Referral,Feature_Use,74,$417.49,3
E51111,U10855,2023-05-13,Germany,Enterprise,Desktop,Ads,Login,114,$81.88,2
E51112,U10884,2023-05-06,Australia,Free,Mobile,Email,Login,33,$96.76,1
E51113,U10204,2023-11-06,UK,Free,Mobile,Organic,Login,13,$37.17,3
E51114,U10359,2023-07-12,Germany,Pro,Tablet,Ads,Churn,18,$114.65,2
E51115,U10038,2024-07-05,India,Free,Mobile,Referral,Login,43,$253.18,2
E51116,U10135,2024-05-24,Canada,Free,Desktop,Email,Upgrade,87,$212.98,2
E51117,U11107,2024-05-07,India,Basic,Mobile,Referral,Login,115,$119.2,1
E51118,U11173,2024-05-31,UK,Free,Desktop,Organic,Upgrade,131,$168.61,0
E51119,U11141,2024-01-04,USA,Free,Tablet,Ads,Feature_Use,60,$147.6,1
E51120,U10933,2023-03-13,Australia,Enterprise,Desktop,Referral,Login,16,$207.86,1
E51121,U11173,2024-03-01,Australia,Basic,Desktop,Organic,Feature_Use,7,$5.31,1
E51122,U10310,2023-05-08,UK,Pro,Desktop,Ads,Login,161,$160.91,1
E51123,U10135,2023-06-08,USA,Basic,Desktop,Organic,Upgrade,106,$144.01,3
E51124,U10607,2023-02-16,UK,Free,Tablet,Organic,Login,130,$321.04,0
E51125,U10459,2023-12-16,India,Free,Tablet,Email,Login,133,$60.32,3
E51126,U10429,2023-02-14,Canada,Free,Desktop,Referral,Login,167,$452.91,3
E51127,U10757,2023-08-05,Australia,Free,Tablet,Referral,Upgrade,124,$399.95,1
E51128,U10351,2023-03-23,UK,Pro,Mobile,Ads,Login,17,$427.04,0
E51129,U10627,2023-09-06,India,Basic,Mobile,Organic,Login,177,$69.03,0
E51130,U10361,2024-04-02,Canada,Pro,Tablet,Email,Downgrade,66,$218.51,0
E51131,U10665,2023-03-09,Canada,Basic,Mobile,Email,Login,11,$192.48,0
E51132,U10863,2024-03-14,Australia,Basic,Mobile,Ads,Churn,163,$465.8,1
E51133,U10460,2023-11-30,USA,Free,Tablet,Ads,Login,144,$386.84,3
E51134,U10933,2023-06-24,Canada,Free,Desktop,Referral,Churn,131,$381.02,1
E51135,U10962,2024-03-06,India,Basic,Desktop,Ads,Login,111,$428.12,1
E51136,U11119,2023-03-07,USA,Basic,Mobile,Referral,Upgrade,105,$353.73,2
E51137,U11088,2023-05-19,Germany,Pro,Mobile,Email,Feature_Use,48,$454.8,1
E51138,U10145,2023-08-02,Canada,Free,Tablet,Referral,Login,98,$160.04,1
E51139,U10346,2023-01-31,Canada,Free,Tablet,Referral,Downgrade,24,$251.95,2
E51140,U10481,2023-09-04,USA,Pro,Mobile,Organic,Feature_Use,87,$189.34,2
E51141,U10900,2024-07-21,Australia,Basic,Tablet,Organic,Downgrade,5,$250.45,1
E51142,U10484,2024-06-14,UK,Enterprise,Desktop,Ads,Churn,157,$402.69,1
