Customer_ID,Age,Tenure,ServicePlan,PaymentMethod,MonthlyUsage,SupportCalls,Churn
7123,43,57,Basic,BankTransfer,19,2,0
7124,25,60,Basic,Cash,161,8,0
7125,23,12,Premium,BankTransfer,125,3,0
7126,33,9,Premium,Cash,138,4,1
7127,41,27,Basic,BankTransfer,14,9,0
7128,65,63,Basic,CreditCard,16,2,0
7129,56,29,Basic,BankTransfer,251,1,1
7130,47,22,Standard,Cash,,7,1
7131,62,19,Standard,CreditCard,239,8,1
7132,30,38,Premium,Cash,266,7,1
7133,22,39,Standard,CreditCard,297,2,0
7134,42,15,Basic,CreditCard,154,0,1
7135,37,54,Premium,BankTransfer,283,1,0
7136,35,32,Standard,Cash,77,6,0
7137,64,46,Premium,BankTransfer,58,8,0
7138,35,61,Standard,Cash,278,1,1
7139,19,52,Premium,BankTransfer,78,5,0
7140,27,34,Basic,CreditCard,,8,0
7141,62,35,Basic,Cash,142,9,0
7142,67,70,Basic,Cash,86,3,1
7143,64,37,Standard,BankTransfer,71,4,1
7144,29,61,Premium,Cash,82,7,0
7145,64,49,Premium,BankTransfer,77,4,0
7146,30,9,Premium,BankTransfer,227,4,0
7147,67,19,Standard,Cash,87,3,0
7148,64,28,Basic,BankTransfer,255,6,0
7149,28,26,Basic,Cash,267,2,1
7150,36,38,Premium,CreditCard,,4,0
7151,52,40,Premium,BankTransfer,187,7,1
7152,56,25,Standard,CreditCard,11,8,0
7153,43,69,Premium,BankTransfer,181,6,1
7154,63,71,Premium,Cash,61,6,1
7155,31,23,Standard,BankTransfer,46,6,0
7156,62,65,Premium,BankTransfer,75,0,0
7157,61,22,Basic,Cash,101,8,1
7158,41,64,Standard,CreditCard,193,2,0
7159,58,68,Basic,Cash,288,9,0
7160,18,58,Premium,CreditCard,,3,1
7161,68,28,Premium,CreditCard,176,4,1
7162,60,68,Standard,BankTransfer,241,9,1
7163,39,4,Standard,BankTransfer,95,4,1
7164,40,1,Standard,CreditCard,269,9,1
7165,36,26,Standard,Cash,50,7,0
7166,35,33,Premium,CreditCard,108,2,0
7167,29,27,Premium,BankTransfer,168,3,1
7168,45,42,Basic,Cash,244,5,0
7169,45,69,Basic,Cash,41,6,1
7170,50,71,Standard,BankTransfer,,3,0
7171,36,64,Premium,Cash,271,1,0
7172,45,25,Standard,Cash,101,0,1
7173,69,4,Standard,CreditCard,218,8,0
7174,66,12,Standard,CreditCard,276,8,1
7175,54,58,Standard,BankTransfer,178,5,0
7176,43,11,Standard,CreditCard,292,6,1
7177,52,59,Premium,Cash,198,6,0
7178,51,36,Basic,BankTransfer,85,0,1
7179,52,22,Standard,BankTransfer,22,5,0
7180,57,65,Premium,BankTransfer,,6,0
7181,33,50,Standard,Cash,34,7,0
7182,55,4,Premium,CreditCard,158,8,0
7183,30,52,Basic,Cash,121,5,0
7184,40,43,Basic,Cash,45,1,0
7185,39,46,Premium,CreditCard,164,0,1
7186,33,4,Standard,CreditCard,211,6,0
7187,45,13,Basic,Cash,35,4,1
7188,65,38,Standard,CreditCard,182,7,1
7189,52,45,Standard,Cash,17,0,1
7190,62,25,Premium,CreditCard,,6,1
7191,63,67,Standard,Cash,248,0,1
7192,25,55,Premium,CreditCard,214,8,1
7193,61,39,Premium,BankTransfer,178,1,1
7194,39,65,Premium,CreditCard,92,9,0
7195,38,2,Basic,Cash,92,8,1
7196,43,69,Standard,CreditCard,83,9,0
7197,57,62,Premium,CreditCard,293,5,1
7198,38,46,Premium,Cash,162,3,0
7199,42,31,Standard,CreditCard,172,3,0
7200,58,35,Basic,BankTransfer,,3,0
7201,18,45,Premium,BankTransfer,164,8,1
7202,23,54,Premium,BankTransfer,270,9,1
7203,40,71,Premium,BankTransfer,97,4,0
7204,68,69,Premium,CreditCard,203,1,1
7205,40,29,Standard,BankTransfer,254,3,0
7206,60,8,Premium,CreditCard,66,4,1
7207,60,54,Basic,BankTransfer,198,2,1
7208,40,7,Standard,BankTransfer,136,0,1
7209,49,23,Basic,Cash,41,8,1
7210,47,32,Standard,CreditCard,,1,0
7211,30,62,Standard,CreditCard,131,0,0
7212,60,45,Standard,CreditCard,198,7,1
7213,35,68,Basic,Cash,171,1,0
7214,40,30,Basic,CreditCard,251,6,1
7215,32,39,Premium,Cash,129,0,0
7216,50,5,Basic,CreditCard,95,7,1
7217,38,67,Premium,BankTransfer,286,0,1
7218,56,22,Standard,Cash,61,4,1
7219,40,28,Premium,Cash,129,9,0
7220,44,22,Basic,Cash,,6,0
7221,62,29,Standard,CreditCard,180,6,0
7222,61,43,Standard,BankTransfer,208,0,0
7223,35,42,Premium,Cash,203,6,0
7224,41,60,Premium,Cash,117,0,1
7225,68,71,Basic,CreditCard,141,2,0
7226,64,68,Standard,CreditCard,253,1,1
7227,57,59,Premium,BankTransfer,120,1,1
7228,68,6,Standard,Cash,69,1,0
7229,59,28,Basic,Cash,26,7,0
7230,24,31,Standard,Cash,,2,1
7231,67,39,Premium,Cash,17,3,0
7232,65,50,Basic,Cash,65,3,1
7233,37,37,Basic,BankTransfer,197,5,0
7234,44,15,Standard,Cash,192,3,1
7235,23,51,Premium,CreditCard,272,0,1
7236,44,70,Standard,Cash,74,0,1
7237,26,23,Standard,Cash,290,0,0
7238,62,25,Standard,Cash,33,1,0
7239,48,46,Premium,Cash,123,6,1
7240,38,23,Standard,Cash,,2,1
7241,43,10,Standard,BankTransfer,105,6,0
7242,57,32,Basic,CreditCard,74,6,0
7243,65,51,Basic,BankTransfer,145,0,0
7244,62,41,Basic,CreditCard,182,2,1
7245,30,65,Premium,CreditCard,40,3,0
7246,66,65,Standard,CreditCard,144,0,0
7247,40,40,Standard,Cash,168,7,0
7248,37,18,Basic,BankTransfer,118,4,1
7249,54,36,Standard,CreditCard,251,7,1
7250,45,31,Premium,CreditCard,,5,1
7251,34,54,Standard,Cash,193,5,1
7252,45,63,Basic,Cash,169,8,0
7253,58,1,Premium,BankTransfer,103,3,0
7254,19,52,Standard,CreditCard,198,8,0
7255,42,57,Standard,CreditCard,85,5,0
7256,67,9,Standard,CreditCard,275,8,0
7257,58,56,Premium,BankTransfer,78,1,1
7258,23,47,Standard,Cash,96,1,0
7259,28,3,Basic,Cash,106,0,1
7260,55,2,Basic,BankTransfer,,8,0
7261,23,54,Basic,Cash,11,5,0
7262,62,37,Basic,CreditCard,205,3,0
7263,28,56,Premium,CreditCard,147,8,1
7264,31,31,Basic,BankTransfer,40,4,1
7265,19,12,Basic,Cash,216,5,0
7266,57,58,Basic,BankTransfer,15,0,1
7267,20,67,Premium,BankTransfer,74,7,0
7268,52,26,Premium,Cash,258,6,0
7269,50,12,Standard,BankTransfer,211,9,1
7270,41,16,Basic,CreditCard,,2,0
7271,36,53,Standard,BankTransfer,68,4,0
7272,35,49,Premium,CreditCard,229,8,0
7273,66,49,Standard,CreditCard,252,2,0
7274,69,7,Premium,BankTransfer,150,7,0
7275,41,15,Standard,CreditCard,271,3,1
7276,62,36,Basic,BankTransfer,196,8,0
7277,52,15,Premium,BankTransfer,240,8,1
7278,18,62,Premium,Cash,99,5,1
7279,53,18,Premium,BankTransfer,255,8,0
7280,42,46,Basic,CreditCard,,3,1
7281,62,61,Basic,BankTransfer,154,0,0
7282,66,43,Premium,BankTransfer,32,4,1
7283,60,44,Premium,Cash,152,6,1
7284,51,66,Basic,Cash,65,5,0
7285,42,55,Basic,CreditCard,231,7,0
7286,33,39,Basic,CreditCard,74,2,0
7287,51,5,Basic,CreditCard,226,7,0
7288,46,57,Basic,CreditCard,121,2,0
7289,36,15,Basic,Cash,259,2,1
7290,40,16,Standard,BankTransfer,,7,0
7291,36,57,Basic,Cash,299,7,0
7292,42,25,Basic,Cash,121,7,1
7293,33,22,Premium,Cash,250,6,0
7294,68,31,Premium,BankTransfer,277,7,1
7295,26,34,Standard,BankTransfer,96,5,1
7296,18,16,Basic,Cash,81,1,1
7297,59,70,Premium,BankTransfer,236,9,1
7298,36,59,Premium,Cash,137,6,0
7299,50,15,Standard,Cash,89,6,1
7300,51,13,Basic,CreditCard,,0,1
7301,33,24,Premium,Cash,37,6,1
7302,61,13,Basic,Cash,147,0,1
7303,57,65,Standard,Cash,20,6,0
7304,35,36,Standard,CreditCard,184,5,1
7305,51,49,Basic,BankTransfer,145,5,0
7306,42,48,Standard,CreditCard,40,1,1
7307,62,43,Premium,BankTransfer,174,6,0
7308,23,6,Standard,CreditCard,170,7,1
7309,38,68,Standard,BankTransfer,146,7,1
7310,23,14,Basic,CreditCard,,2,1
7311,49,30,Premium,Cash,278,5,1
7312,58,8,Basic,BankTransfer,253,5,0
7313,65,54,Basic,CreditCard,61,4,0
7314,60,66,Basic,CreditCard,198,8,0
7315,56,4,Standard,CreditCard,19,8,1
7316,48,60,Standard,BankTransfer,179,2,1
7317,59,53,Basic,Cash,174,7,0
7318,27,15,Standard,CreditCard,24,8,1
7319,47,1,Standard,BankTransfer,165,4,0
7320,69,22,Basic,BankTransfer,,5,1
7321,35,15,Premium,Cash,202,3,1
7322,41,22,Premium,Cash,65,5,0
7323,69,50,Standard,Cash,295,2,0
7324,26,48,Premium,BankTransfer,253,5,0
7325,48,51,Premium,BankTransfer,73,9,0
7326,32,17,Standard,Cash,285,6,1
7327,21,51,Premium,CreditCard,255,0,0
7328,57,37,Standard,Cash,108,6,1
7329,26,49,Basic,Cash,292,2,1
7330,62,59,Premium,Cash,,4,0
7331,26,10,Basic,Cash,118,4,0
7332,43,30,Basic,CreditCard,252,5,0
7333,21,21,Standard,CreditCard,50,1,1
7334,34,34,Premium,Cash,217,8,1
7335,33,50,Premium,BankTransfer,233,6,1
7336,32,47,Premium,BankTransfer,60,3,0
7337,52,6,Premium,CreditCard,89,4,0
7338,69,50,Standard,Cash,38,4,1
7339,22,63,Basic,BankTransfer,232,9,1
7340,22,12,Premium,CreditCard,,5,1
7341,37,41,Premium,CreditCard,97,3,1
7342,32,31,Standard,CreditCard,168,5,1
7343,35,2,Premium,CreditCard,146,3,1
7344,64,16,Premium,Cash,118,4,0
7345,19,1,Basic,CreditCard,295,3,0
7346,46,4,Premium,BankTransfer,99,8,0
7347,30,47,Premium,Cash,16,0,0
7348,21,65,Basic,CreditCard,148,4,1
7349,59,52,Premium,BankTransfer,12,4,0
7350,62,47,Basic,BankTransfer,,0,0
7351,27,50,Standard,BankTransfer,234,3,1
7352,48,45,Basic,Cash,29,1,0
7353,58,42,Basic,Cash,270,1,1
7354,25,56,Premium,BankTransfer,171,1,1
7355,20,71,Premium,Cash,151,9,0
7356,65,57,Premium,CreditCard,54,0,0
7357,63,33,Premium,CreditCard,289,8,1
7358,26,28,Basic,CreditCard,231,5,0
7359,47,44,Standard,Cash,200,6,0
7360,28,56,Premium,Cash,,5,1
7361,52,44,Basic,Cash,200,3,0
7362,54,34,Standard,BankTransfer,208,9,1
7363,59,14,Standard,CreditCard,212,1,0
7364,30,68,Standard,BankTransfer,137,4,1
7365,53,29,Basic,BankTransfer,122,2,0
7366,30,17,Premium,CreditCard,51,0,1
7367,29,9,Basic,Cash,10,1,0
7368,54,27,Premium,BankTransfer,73,7,1
7369,27,49,Standard,BankTransfer,229,6,1
7370,26,37,Standard,Cash,,6,0
7371,69,28,Basic,Cash,24,8,0
7372,24,50,Standard,CreditCard,98,9,1
7373,19,55,Basic,BankTransfer,89,1,1
7374,40,4,Premium,CreditCard,177,1,0
7375,56,19,Standard,BankTransfer,100,9,0
7376,57,37,Premium,CreditCard,72,5,0
7377,56,4,Standard,CreditCard,189,1,0
7378,38,37,Premium,Cash,272,7,1
7379,40,51,Standard,BankTransfer,225,8,0
7380,46,32,Premium,CreditCard,,5,0
7381,31,45,Standard,Cash,175,5,1
7382,43,12,Basic,Cash,207,4,1
7383,68,41,Premium,Cash,145,9,1
7384,22,56,Premium,BankTransfer,187,6,1
7385,48,14,Basic,CreditCard,87,5,0
7386,42,54,Basic,BankTransfer,150,8,0
7387,48,63,Basic,BankTransfer,105,5,1
7388,67,65,Standard,Cash,172,0,1
7389,37,58,Basic,BankTransfer,34,3,0
7390,61,21,Standard,BankTransfer,,6,0
7391,34,4,Standard,CreditCard,256,2,0
7392,62,46,Basic,Cash,58,5,1
7393,19,12,Basic,Cash,180,3,0
7394,42,30,Standard,CreditCard,125,4,1
7395,30,60,Premium,BankTransfer,221,7,0
7396,56,71,Premium,CreditCard,16,5,1
7397,45,65,Basic,CreditCard,211,1,1
7398,59,14,Premium,BankTransfer,143,2,0
7399,23,44,Standard,Cash,226,0,1
7400,20,26,Premium,CreditCard,,8,1
7401,52,16,Standard,BankTransfer,133,9,1
7402,35,7,Basic,Cash,154,5,0
7403,28,32,Basic,CreditCard,201,9,0
7404,37,16,Premium,CreditCard,108,8,0
7405,22,62,Basic,Cash,129,2,0
7406,36,30,Basic,CreditCard,125,4,0
7407,39,71,Standard,CreditCard,291,4,0
7408,36,12,Standard,BankTransfer,272,4,0
7409,64,67,Standard,CreditCard,171,8,0
7410,33,46,Standard,CreditCard,,1,1
7411,41,43,Basic,BankTransfer,214,5,1
7412,58,55,Standard,BankTransfer,298,7,1
7413,21,45,Standard,Cash,180,9,0
7414,32,60,Standard,Cash,298,9,1
7415,42,71,Premium,Cash,220,3,1
7416,61,32,Standard,BankTransfer,198,0,1
7417,52,8,Basic,CreditCard,155,4,1
7418,31,62,Basic,CreditCard,151,4,0
7419,66,20,Standard,CreditCard,168,3,0
7420,36,18,Premium,CreditCard,,1,1
7421,55,6,Premium,BankTransfer,144,6,1
7422,53,29,Premium,Cash,80,6,0
7423,24,4,Premium,Cash,138,2,1
7424,47,71,Standard,Cash,287,9,1
7425,36,43,Standard,BankTransfer,96,5,1
7426,66,34,Basic,Cash,101,1,0
7427,42,71,Basic,BankTransfer,200,0,0
7428,33,33,Premium,CreditCard,241,8,1
7429,64,15,Premium,BankTransfer,265,9,0
7430,57,40,Basic,BankTransfer,,0,1
7431,68,5,Basic,Cash,66,9,0
7432,25,50,Premium,CreditCard,231,4,1
7433,35,66,Basic,BankTransfer,182,2,1
7434,45,54,Premium,BankTransfer,211,8,0
7435,33,46,Standard,BankTransfer,22,7,1
7436,69,11,Premium,BankTransfer,103,3,1
7437,36,49,Standard,Cash,151,7,1
7438,59,23,Standard,Cash,260,4,0
7439,34,55,Standard,Cash,112,9,0
7440,62,5,Basic,CreditCard,,7,0
7441,30,64,Basic,Cash,203,1,0
7442,24,35,Premium,BankTransfer,170,7,0
7443,44,69,Standard,BankTransfer,265,6,0
7444,27,54,Premium,CreditCard,190,5,1
7445,51,3,Standard,CreditCard,98,7,0
7446,53,6,Standard,BankTransfer,64,6,0
7447,42,56,Premium,Cash,182,4,1
7448,23,2,Premium,Cash,164,4,0
7449,41,38,Premium,BankTransfer,227,9,0
7450,35,56,Premium,CreditCard,,6,1
7451,40,5,Basic,BankTransfer,136,7,1
7452,23,46,Standard,CreditCard,184,3,1
7453,46,11,Standard,Cash,67,2,1
7454,42,65,Basic,Cash,144,1,1
7455,34,10,Standard,BankTransfer,150,5,1
7456,63,41,Basic,Cash,57,6,1
7457,41,44,Standard,BankTransfer,165,1,1
7458,28,33,Basic,BankTransfer,193,1,1
7459,43,56,Basic,CreditCard,225,2,0
7460,68,12,Standard,BankTransfer,,3,0
7461,51,2,Standard,BankTransfer,134,4,0
7462,45,1,Standard,Cash,146,3,1
7463,20,65,Premium,CreditCard,125,3,0
7464,28,33,Standard,CreditCard,139,2,1
7465,55,36,Standard,CreditCard,287,6,0
7466,31,21,Standard,Cash,222,6,0
7467,68,36,Premium,CreditCard,289,3,0
7468,43,26,Standard,Cash,215,0,1
7469,65,47,Basic,CreditCard,234,1,1
7470,38,1,Basic,BankTransfer,,3,0
7471,56,38,Premium,CreditCard,195,3,1
7472,47,14,Premium,Cash,72,7,0
7473,25,46,Premium,Cash,200,1,1
7474,68,42,Premium,BankTransfer,84,0,1
7475,37,7,Premium,BankTransfer,203,8,0
7476,65,55,Standard,Cash,238,5,1
7477,49,56,Basic,CreditCard,127,0,0
7478,39,63,Basic,BankTransfer,204,5,1
7479,24,24,Standard,BankTransfer,161,8,1
7480,26,4,Premium,CreditCard,,8,0
7481,62,42,Standard,Cash,108,4,1
7482,18,70,Premium,BankTransfer,129,0,1
7483,46,28,Basic,BankTransfer,263,4,0
7484,25,40,Basic,Cash,214,9,1
7485,21,51,Premium,CreditCard,263,4,1
7486,52,29,Standard,CreditCard,168,1,0
7487,20,42,Premium,BankTransfer,295,2,1
7488,62,69,Premium,Cash,49,3,0
7489,57,5,Basic,CreditCard,247,2,0
7490,24,41,Premium,Cash,,2,1
7491,44,61,Standard,BankTransfer,23,2,1
7492,18,55,Premium,CreditCard,53,1,0
7493,44,28,Basic,Cash,229,5,1
7494,33,41,Standard,Cash,171,8,1
7495,55,9,Standard,BankTransfer,176,0,0
7496,24,29,Basic,CreditCard,141,1,1
7497,61,38,Basic,BankTransfer,225,9,1
7498,40,62,Premium,BankTransfer,148,5,1
7499,58,54,Basic,CreditCard,115,0,1
7500,28,52,Basic,Cash,,9,1
7501,59,34,Basic,Cash,132,6,0
7502,50,37,Basic,Cash,62,2,0
7503,67,49,Standard,CreditCard,141,5,0
7504,53,42,Standard,BankTransfer,156,2,0
7505,54,14,Standard,Cash,42,5,0
7506,58,33,Basic,Cash,87,3,0
7507,34,17,Premium,CreditCard,132,8,0
7508,52,32,Premium,CreditCard,92,2,1
7509,65,68,Premium,BankTransfer,64,4,0
7510,22,39,Premium,BankTransfer,,5,0
7511,65,10,Standard,Cash,199,9,0
7512,49,24,Premium,Cash,57,0,0
7513,20,58,Standard,CreditCard,258,6,1
7514,69,69,Premium,BankTransfer,77,8,0
7515,64,64,Premium,Cash,181,5,0
7516,52,19,Standard,CreditCard,273,9,0
7517,69,8,Standard,BankTransfer,193,3,1
7518,31,71,Premium,BankTransfer,19,6,0
7519,65,40,Basic,BankTransfer,202,3,1
7520,48,13,Premium,CreditCard,,8,0
7521,48,27,Premium,BankTransfer,54,7,1
7522,34,2,Premium,CreditCard,176,0,0
7523,41,16,Standard,CreditCard,240,2,0
7524,69,14,Premium,CreditCard,282,0,0
7525,40,17,Basic,BankTransfer,91,0,1
7526,35,60,Premium,Cash,235,6,0
7527,67,70,Basic,Cash,137,6,1
7528,31,17,Basic,CreditCard,199,8,1
7529,67,45,Basic,CreditCard,77,0,0
7530,32,38,Premium,Cash,,1,1
7531,32,64,Standard,BankTransfer,18,8,1
7532,23,6,Standard,Cash,172,8,0
7533,44,60,Premium,Cash,226,9,1
7534,32,49,Premium,BankTransfer,61,1,0
7535,67,21,Basic,CreditCard,127,3,0
7536,53,23,Premium,Cash,110,6,0
7537,25,57,Standard,CreditCard,121,0,0
7538,32,64,Premium,BankTransfer,161,1,1
7539,20,29,Premium,BankTransfer,68,4,1
7540,64,27,Premium,BankTransfer,,9,1
7541,30,6,Basic,BankTransfer,113,1,0
7542,58,21,Premium,BankTransfer,245,5,0
7543,51,71,Premium,CreditCard,47,0,1
7544,41,41,Premium,BankTransfer,24,5,1
7545,57,5,Standard,CreditCard,153,4,0
7546,49,15,Basic,BankTransfer,259,8,1
7547,49,21,Basic,CreditCard,291,7,0
7548,47,58,Standard,BankTransfer,248,7,1
7549,69,4,Basic,BankTransfer,56,9,1
7550,66,69,Standard,CreditCard,,8,0
7551,30,7,Basic,Cash,186,4,0
7552,18,35,Basic,BankTransfer,174,9,0
7553,51,36,Basic,CreditCard,47,9,0
7554,32,15,Premium,CreditCard,109,6,0
7555,61,2,Basic,Cash,71,2,0
7556,31,57,Premium,BankTransfer,70,5,1
7557,46,5,Premium,Cash,211,7,0
7558,51,71,Premium,CreditCard,127,3,0
7559,35,32,Standard,BankTransfer,17,9,1
7560,24,41,Basic,Cash,,0,0
7561,46,42,Basic,BankTransfer,65,2,0
7562,48,65,Basic,CreditCard,54,6,1
7563,42,40,Premium,Cash,29,9,1
7564,55,38,Basic,CreditCard,192,5,1
7565,31,42,Premium,CreditCard,111,0,1
7566,25,37,Premium,Cash,297,5,1
7567,44,56,Premium,Cash,213,5,1
7568,19,71,Premium,Cash,210,1,0
7569,34,55,Basic,CreditCard,52,5,0
7570,54,54,Premium,BankTransfer,,8,0
7571,31,22,Standard,BankTransfer,221,7,1
7572,42,27,Standard,BankTransfer,179,2,1
7573,47,47,Standard,BankTransfer,152,2,0
7574,46,38,Premium,BankTransfer,102,4,0
7575,37,39,Basic,BankTransfer,131,6,1
7576,38,15,Basic,Cash,222,0,0
7577,39,66,Premium,BankTransfer,265,2,1
7578,52,61,Premium,CreditCard,259,5,0
7579,54,60,Premium,CreditCard,114,1,0
7580,33,8,Standard,BankTransfer,,1,1
7581,67,44,Premium,CreditCard,259,4,0
7582,66,43,Premium,CreditCard,117,4,1
7583,60,6,Basic,BankTransfer,71,2,1
7584,34,27,Basic,Cash,66,9,1
7585,33,45,Standard,Cash,260,3,1
7586,19,23,Standard,BankTransfer,141,4,0
7587,21,13,Standard,Cash,87,9,0
7588,38,68,Standard,Cash,297,5,0
7589,56,64,Premium,BankTransfer,171,4,1
7590,51,25,Premium,CreditCard,,8,0
7591,47,52,Standard,Cash,24,5,1
7592,23,48,Standard,BankTransfer,29,9,0
7593,34,61,Basic,CreditCard,47,1,1
7594,56,17,Basic,Cash,158,4,0
7595,42,40,Basic,BankTransfer,225,9,1
7596,22,69,Standard,Cash,19,8,1
7597,22,26,Basic,Cash,109,0,0
7598,37,56,Standard,BankTransfer,223,9,1
7599,33,40,Premium,CreditCard,110,0,0
7600,68,68,Standard,BankTransfer,,3,0
7601,58,8,Premium,CreditCard,13,6,0
7602,54,45,Premium,BankTransfer,127,8,0
7603,57,17,Standard,BankTransfer,160,1,0
7604,26,41,Basic,Cash,51,8,1
7605,22,9,Standard,CreditCard,126,3,0
7606,59,70,Basic,CreditCard,28,0,1
7607,19,24,Premium,CreditCard,33,6,1
7608,26,11,Premium,Cash,245,4,1
7609,60,35,Premium,BankTransfer,267,0,1
7610,53,29,Premium,Cash,,0,1
7611,39,8,Standard,BankTransfer,133,9,1
7612,39,17,Premium,BankTransfer,10,1,0
7613,39,71,Basic,BankTransfer,188,6,0
7614,51,12,Basic,BankTransfer,197,6,0
7615,46,50,Premium,BankTransfer,168,2,0
7616,55,24,Standard,Cash,39,1,1
7617,63,37,Premium,CreditCard,86,9,0
7618,50,11,Premium,BankTransfer,27,7,0
7619,35,59,Basic,Cash,195,6,1
7620,24,55,Standard,Cash,,8,0
7621,18,27,Standard,Cash,121,8,1
7622,50,67,Basic,Cash,28,0,0
7623,18,60,Basic,Cash,21,1,1
7624,41,2,Basic,BankTransfer,227,6,0
7625,21,68,Standard,CreditCard,15,7,1
7626,21,18,Basic,BankTransfer,133,5,0
7627,35,20,Basic,BankTransfer,24,4,1
7628,44,63,Basic,CreditCard,294,5,0
7629,60,2,Premium,BankTransfer,208,1,1
7630,49,42,Standard,CreditCard,,8,0
7631,50,28,Standard,BankTransfer,102,9,0
7632,45,29,Premium,CreditCard,46,3,0
7633,59,69,Standard,Cash,201,8,1
7634,58,28,Basic,CreditCard,104,7,0
7635,53,60,Premium,BankTransfer,80,9,0
7636,23,5,Basic,BankTransfer,15,3,1
7637,33,15,Basic,CreditCard,256,4,0
7638,51,32,Basic,Cash,64,9,0
7639,40,52,Basic,BankTransfer,290,6,1
7640,67,37,Standard,Cash,,4,1
7641,59,15,Premium,CreditCard,92,1,1
7642,41,41,Premium,CreditCard,269,7,1
7643,66,4,Basic,CreditCard,225,9,1
7644,30,53,Premium,Cash,298,7,0
7645,35,27,Premium,Cash,244,7,0
7646,30,21,Basic,CreditCard,187,9,0
7647,66,60,Basic,CreditCard,276,7,1
7648,54,64,Standard,CreditCard,43,5,0
7649,60,71,Standard,Cash,256,9,1
7650,56,47,Basic,Cash,,1,0
7651,59,54,Standard,Cash,159,3,1
7652,34,31,Standard,CreditCard,239,1,0
7653,32,17,Premium,Cash,253,1,1
7654,35,50,Basic,BankTransfer,215,8,1
7655,40,7,Premium,Cash,175,8,1
7656,68,28,Premium,Cash,274,4,1
7657,47,10,Basic,BankTransfer,264,2,0
7658,51,27,Premium,Cash,38,8,0
7659,21,13,Standard,CreditCard,135,6,0
7660,20,66,Standard,BankTransfer,,3,0
7661,24,60,Standard,CreditCard,115,2,0
7662,35,43,Standard,BankTransfer,114,7,1
7663,59,69,Standard,Cash,158,5,0
7664,24,63,Premium,BankTransfer,193,3,1
7665,57,70,Basic,Cash,185,8,0
7666,23,65,Premium,Cash,274,0,1
7667,39,67,Premium,CreditCard,87,4,1
7668,18,54,Standard,BankTransfer,296,2,1
7669,21,36,Standard,BankTransfer,100,1,1
7670,63,71,Premium,Cash,,4,0
7671,66,15,Premium,CreditCard,187,2,0
7672,69,18,Basic,CreditCard,176,6,1
7673,67,4,Basic,Cash,77,0,1
7674,60,11,Basic,CreditCard,39,4,1
7675,46,6,Basic,CreditCard,76,6,0
7676,38,51,Basic,Cash,77,5,0
7677,43,58,Standard,CreditCard,195,1,0
7678,31,60,Basic,Cash,86,4,1
7679,26,18,Premium,CreditCard,190,2,1
7680,64,67,Standard,Cash,,1,0
7681,29,17,Premium,BankTransfer,147,7,0
7682,59,34,Standard,CreditCard,287,1,1
7683,68,30,Standard,CreditCard,200,3,0
7684,68,19,Basic,CreditCard,70,7,0
7685,23,9,Premium,CreditCard,183,9,0
7686,37,40,Basic,CreditCard,286,8,0
7687,41,44,Premium,Cash,297,5,1
7688,44,59,Premium,CreditCard,216,4,0
7689,55,25,Basic,Cash,263,3,0
7690,25,71,Basic,BankTransfer,,0,0
7691,18,53,Standard,BankTransfer,144,9,1
7692,66,48,Standard,Cash,55,4,1
7693,66,71,Standard,BankTransfer,135,3,0
7694,41,53,Premium,Cash,222,5,0
7695,64,49,Basic,CreditCard,83,5,1
7696,24,43,Standard,Cash,96,6,0
7697,36,19,Basic,BankTransfer,14,3,0
7698,39,66,Standard,Cash,250,0,0
7699,52,34,Standard,BankTransfer,196,2,0
7700,47,54,Basic,Cash,,8,0
7701,46,1,Standard,BankTransfer,207,4,0
7702,39,55,Basic,CreditCard,31,2,1
7703,28,15,Standard,Cash,37,7,1
7704,37,15,Basic,CreditCard,28,0,1
7705,46,23,Standard,CreditCard,122,3,1
7706,68,66,Standard,CreditCard,23,2,1
7707,58,46,Premium,BankTransfer,185,1,0
7708,59,9,Basic,BankTransfer,216,1,0
7709,51,66,Standard,CreditCard,159,4,0
7710,18,66,Premium,Cash,,6,0
7711,48,18,Basic,BankTransfer,150,8,0
7712,47,17,Standard,BankTransfer,287,4,1
7713,65,34,Standard,CreditCard,147,1,0
7714,35,69,Standard,BankTransfer,53,3,0
7715,34,64,Basic,Cash,289,3,1
7716,55,44,Premium,BankTransfer,81,5,1
7717,31,29,Standard,BankTransfer,122,1,0
7718,40,62,Premium,Cash,192,2,1
7719,42,16,Basic,Cash,240,5,0
7720,32,52,Basic,BankTransfer,,3,1
7721,63,2,Standard,Cash,243,5,0
7722,39,61,Standard,BankTransfer,67,5,0
7723,20,4,Standard,Cash,106,2,1
7724,36,52,Premium,CreditCard,185,6,0
7725,61,41,Premium,BankTransfer,238,3,0
7726,51,52,Standard,CreditCard,81,6,0
7727,52,31,Basic,BankTransfer,95,8,0
7728,67,26,Basic,Cash,182,2,1
7729,18,27,Standard,CreditCard,35,8,1
7730,69,51,Premium,BankTransfer,,1,1
7731,38,48,Basic,Cash,91,4,0
7732,46,11,Premium,Cash,68,3,0
7733,23,8,Standard,CreditCard,140,9,1
7734,54,12,Premium,BankTransfer,283,6,0
7735,18,45,Premium,CreditCard,255,6,0
7736,68,34,Premium,BankTransfer,51,2,0
7737,18,47,Basic,Cash,244,3,0
7738,44,21,Premium,Cash,39,6,0
7739,38,41,Premium,Cash,70,2,1
7740,33,22,Premium,BankTransfer,,0,0
